,host,class
1271215,fhztiologistbikerepil.com,dga
1481755,rticanerraticallyqozaw.com,dga
1059131,wcm2u946jrr81q9r73g1osbxh1.biz,dga
1175984,ivp4slg3xn.net,dga
1560901,wkeuinalcentricem.com,dga
1750421,ovjomfcdpgoqanh.biz,dga
494825,cozumel-villa-rental.com,legit
1236722,dhpqvinskycattederifg.com,dga
397991,udofan.com,legit
1261734,esxcmen.com,dga
1643467,jkbtismbxaej.com,dga
1540318,vhbksikathrinezad.com,dga
1714205,qeboqig.info,dga
1774528,dythxahykyij.net,dga
591063,autopal.info,legit
1792947,osgngpynbwduwsomgau.so,dga
105099,maggiesensei.com,legit
761515,otokonoko-onnanoko.tumblr.com,legit
390054,freezerplanet.com,legit
813982,narcolepsie.nl,legit
153672,pewglobal.org,legit
1436055,pdfbepictom.com,dga
1504764,tduxorcajanunal.com,dga
1626468,bwktcmnkfbuptij.eu,dga
1457726,qgvyllaabettingk.com,dga
1387000,mazmmachuslazaroqok.com,dga
1268480,ffddidablyhoosieraw.com,dga
189104,38ded.com,legit
1907959,filelisting.com,legit
1799294,skdnmvfaotsqahr.pw,dga
613548,hoewerktnetflix.nl,legit
806489,shirtsdontfit.tumblr.com,legit
341894,napiujsag.hu,legit
1081636,akneyohbchlir7v6enzhplyc.net,dga
1371345,lhbziologistbikerepil.com,dga
1312998,htjiellefrictionlessv.com,dga
224462,avdisk.ru,legit
487786,kenhrao.com,legit
159857,behzisti.ir,legit
671269,reflexaogestao.com.br,legit
1559676,widqererwyatanb.com,dga
1650926,mqaltcuatrec.com,dga
967331,fuckyeahnickyoungquest.tumblr.com,legit
1889877,rythmbot.co,legit
1682950,oacrswbstsafua.su,dga
222666,ole.vn,legit
873312,fleetsafety.com,legit
615696,betwin90.blue,legit
1960253,revox.io,legit
742240,skodaclub-nn.ru,legit
800159,skylinewebcam.de,legit
221127,wildmommovies.com,legit
366098,indochinapioneer.com,legit
713296,melbournegunworks.com,legit
1947743,pinkdou.xyz,legit
1511921,tnrqinalcentricem.com,dga
368505,a1india.in,legit
230175,micomprobante.pe,legit
457050,fishbiology.blogfa.com,legit
951052,jobilo.ir,legit
1675090,xmbgnixiov.click,dga
890646,licensesuite.com,legit
213472,cnr.edu,legit
14145,vebma.com,legit
548002,sportnik.com,legit
262753,upontegrossu.com,legit
1984089,shop-act.com,legit
155505,followerstoinstagram.com,legit
1468683,rbmzepictom.com,dga
1916652,edaplus.info,legit
1966910,ffxivclock.com,legit
320587,rottweilerdebedia.com,legit
531046,coastprofessional.net,legit
1378971,lrhzleasuredehydratorysagp.com,dga
1541050,vhnyfordlinnetavox.com,dga
479260,memorystock.com,legit
132921,ispring.ru,legit
1290054,givbsemitismgavenuteq.com,dga
1927964,samsungcsportal.com,legit
342060,cebulomat.pl,legit
129249,tjro.jus.br,legit
1479333,rpsqenhancedysb.com,dga
829631,fantasy-mc.net,legit
1466992,qycaancorml.com,dga
1137514,pporfgdgwfju.pw,dga
1565395,wscaepictom.com,dga
136310,vape-box.com,legit
628,ieee.org,legit
1642112,iueboloxljdwomky.com,dga
99537,vidapay.com,legit
1952392,hard-reset.com,legit
1296959,guxzmachuslazaroqok.com,dga
744807,webadelic.eu,legit
1051248,qxl6y71m5nbw37cbyy2sll5e0.org,dga
1744418,lhhxbqgoxmqtecjn.info,dga
2008721,ninjaunits.com,legit
963713,haircolorideas.org,legit
565535,druckersociety.at,legit
1864719,tuzyjmfwpy.com,dga
1255510,einbllaabettingk.com,dga
1779695,gytjdpf.mu,dga
1565236,wqykleasuredehydratorysagp.com,dga
1032006,lgitjrqmeplahnfj.ru,dga
668878,muitox.com.br,legit
1305107,hhxgpartbulkyf.com,dga
1489729,sefvsemitismgavenuteq.com,dga
1548417,vrnjsatformalisticirekb.com,dga
1468215,rbdwrasildeafeninguvuc.com,dga
1771794,cjlxeyncdgyexmjwboudr.nu,dga
947112,daneshbonyan24.ir,legit
208839,mangalivre.com,legit
1002085,gzdk9uzvz6el191n0ih1vy8wbp.net,dga
1828191,lkleibocgteip.com,dga
1018779,e3bsv7189ftmw15j05eeodc54g.com,dga
1522710,uciovinskycattederifg.com,dga
137431,modoyoga.com,legit
817876,europetheband.com,legit
466634,imadin12.narod.ru,legit
969104,lesiaromanchuk.com,legit
829257,dumrealit-terra.cz,legit
1277669,frkkardenslavetusul.com,dga
1086845,qq1l54zuym811sr7yv1wqrdd3.biz,dga
356325,share24.gr,legit
1207668,bnvvrsensinaix.com,dga
728675,bet9jaleague.com,legit
674358,yoanislandia.com,legit
1292058,gmquleasuredehydratorysagp.com,dga
487594,doctors.am,legit
1025007,rt3kjv7zd8lx0wakz1113bdl.com,dga
914193,savvyatcitywidebanks.com,legit
1248071,dxmfiologistbikerepil.com,dga
1657130,plsjybruf.com,dga
1355091,keoimachuslazaroqok.com,dga
461446,juniorhighministry.org,legit
634766,fishlabs.net,legit
832692,nitex.cz,legit
1669980,vfdqjhiawkjmecipf.com,dga
1292471,goauinalcentricem.com,dga
572790,3delight.com,legit
138169,elitegen.pw,legit
589086,jangorecki.gitlab.io,legit
1525733,ugztardenslavetusul.com,dga
521751,bkc.ru,legit
1203310,bhvhvinskycattederifg.com,dga
274910,zoomila.com,legit
911799,rightorunite.org,legit
1154528,vvqpwwscjfrs.pw,dga
581361,nakedgirls.rocks,legit
1560265,wiqrerionirkutskagl.com,dga
1870679,cbsnews.com,legit
1034893,1a6tb7z549y461uf14wg1eh9nap.org,dga
1403318,nfaeererwyatanb.com,dga
775984,xcclub.ru,legit
1329648,iubrestnessbiophysicalohax.com,dga
117463,sccl.org,legit
32638,alternativa.co.jp,legit
608692,oracles.org,legit
1130201,muxhjhqpofwp.com,dga
743342,cienciasnaturaiseva.wikispaces.com,legit
264686,sciencepop.ru,legit
231247,trangnhat.net,legit
85027,sheba.spb.ru,legit
1906604,edmdl.com,legit
101512,lnet.ly,legit
178638,dhlpaket.at,legit
233300,persianvray.com,legit
299204,mycoindeal.com,legit
692256,gordonwestradioschool.com,legit
1295860,gsziinalcentricem.com,dga
998942,alexandratamayo.blogspot.mx,legit
409581,ropeconnections.com,legit
1275102,fnptardenslavetusul.com,dga
1994184,ycwx023.com,legit
752570,antiquesandcollectables.com.au,legit
1471606,rfltpartbulkyf.com,dga
1991553,hzton.cn,legit
1786702,lcqcbripyfrobxsdesttx.la,dga
1111465,gfdbbjedsmlw.com,dga
621857,tempestpremium.com,legit
1162811,yyirnnyhslpc.biz,dga
218608,makershop.fr,legit
2004663,gta5-game.com,legit
728693,codefest.com.ng,legit
1475807,rliafordlinnetavox.com,dga
1738082,fzkrgvffjuptljd.org,dga
1102682,dcqscrijbbbc.biz,dga
207244,atrsara.com,legit
1093802,k6cnsrolyfmvs25.ddns.net,dga
466054,qbitacora.wordpress.com,legit
1912354,verykids.cn,legit
988715,baldusandelis.lt,legit
129431,chopra.com,legit
49685,audi.it,legit
964363,ulockme.hu,legit
1381301,ltxbrsensinaix.com,dga
111316,lhotellerie-restauration.fr,legit
925777,thesirenrules.wordpress.com,legit
1801672,ttfwnpipdeiqcctfotwyp.org,dga
958556,vijedigital.com,legit
1231874,dbfgererwyatanb.com,dga
998215,quinl.com,legit
742501,rigio2007.myshopify.com,legit
1909200,invia.cz,legit
453561,pornofrancaismereetfils.com,legit
901268,nookpress.com,legit
916927,simplyduostyle.com,legit
968510,karmybrit.pl,legit
1483484,rvmimachuslazaroqok.com,dga
618759,i-acs.co.uk,legit
1705661,cidycef.info,dga
1019154,1tuptnvp9881y1qwwo3pdfr4nb.net,dga
405642,wishaddict.com,legit
1291715,gmijanarianaqh.com,dga
1553061,vxsfpartbulkyf.com,dga
1324593,iknvrsensinaix.com,dga
1006607,1p3z8icwvqkz11fegc6g1dt5yqn.net,dga
1016631,csikkewetljw.org,dga
77363,libertyfund.org,legit
313214,infotourisme.net,legit
2014113,convexsoft.com,legit
746683,bevaqua.com.ar,legit
488607,thereminworld.com,legit
1200652,bdzpestnessbiophysicalohax.com,dga
1973249,cheatcodes.com,legit
1950536,hairclinic.co.il,legit
809751,tvfilmesonline.com.br,legit
15357,silverlock.org,legit
52571,arabtimesonline.com,legit
224038,mssu.edu,legit
1597796,yozbinalcentricem.com,dga
133657,newsonair.nic.in,legit
1867432,qsuotayftjghfect.com,dga
152116,dekringwinkel.be,legit
1792761,oprworjmlbujo.mx,dga
745969,meploy.me,legit
254583,air-watch.com,legit
674952,edatastyle.online,legit
31903,riachuelo.com.br,legit
1003106,1gg61901a8plu8129468pg16hvz.biz,dga
1531348,uqxapartbulkyf.com,dga
1347692,jtzqmachuslazaroqok.com,dga
540652,wohlsoft.ru,legit
1898248,poboczem.pl,legit
1087231,3r1e0z16307j41wrfzmy10pxx1l.com,dga
817253,actuallynotes.com,legit
345700,covertstar.com,legit
1097148,bcspiynffohm.com,dga
348199,asp.rg.it,legit
265471,lawofone.info,legit
1556104,wcbmancorml.com,dga
453513,yogisurprise.com,legit
1732628,wuvtfqfqbex.cc,dga
58376,mp3.pm,legit
942154,vikilist.com,legit
1250743,ealtvinskycattederifg.com,dga
1742348,jtjxcsd40bwo21e21h54o31p22pui35jqbqcub18.info,dga
853833,bigbarker.com,legit
1524940,ughosikathrinezad.com,dga
420918,market4kids.com.ua,legit
352131,cienciadosmateriais.org,legit
1142260,rberspijorqi.xyz,dga
1473296,rhqoamentalistfanchonut.com,dga
313025,ecoledelorette.fr,legit
284342,bccfalna.com,legit
1465599,quvkrasildeafeninguvuc.com,dga
1827417,kxgnzyfmqtsewfgpnkfqt.org,dga
1884047,arcanos.com,legit
1331594,iwssbyplaywobb.com,dga
1848249,ykstkaqkogvikdpvysuwinly.org,dga
117144,kinosex.net,legit
351533,jerico.ca,legit
1369925,lfbhestnessbiophysicalohax.com,dga
1816982,eebpyroaivdkgk.org,dga
1401301,nbrbenhancedysb.com,dga
199223,novozymes.com,legit
1184685,acrfererwyatanb.com,dga
273810,medisafe.com,legit
396119,forever-iran.com,legit
947413,diarezagros.ir,legit
1705263,bomacif.com,dga
1298823,gynzinalcentricem.com,dga
816441,oxfordpublicschool.net,legit
1427030,omsuorcajanunal.com,dga
1463536,qsbjsagabardinedazyx.com,dga
1145999,ssdehkfrdumn.com,dga
1560977,wkgoererwyatanb.com,dga
78751,notarhiv.ru,legit
679412,schule-windach.de,legit
280665,thehartfordatwork.com,legit
186578,cutm.ac.in,legit
1477301,rnjevinskycattederifg.com,dga
1946131,mangajunky.net,legit
515953,rev-info.ru,legit
612351,wifimillonario.wordpress.com,legit
321694,suze.net,legit
775365,omerta.cx,legit
722580,antywindyk.pl,legit
1292220,gmveleasuredehydratorysagp.com,dga
635119,generalisimofranco.com,legit
1980556,tpbship.org,legit
314072,agri-zoo.com,legit
1053675,1480piab023mbkcug0sxcru4h.org,dga
39803,cda.cn,legit
1780289,hifcvefbgswfgp.pro,dga
1050236,1a27les1vawacd15olttsjmrp0z.net,dga
155673,ukho.gov.uk,legit
326597,khabaresan.com,legit
683654,als-education.com,legit
763935,soulriderstours.com,legit
107234,hihikal.ru,legit
1805636,wbmbfdst.ms,dga
1353787,kckcmachuslazaroqok.com,dga
1587341,xzeaererwyatanb.com,dga
674432,zic.it,legit
512075,restorationpartssource.com,legit
1513404,tprtvinskycattederifg.com,dga
677791,comptoir-du-cable.com,legit
655652,krujiraporn.wordpress.com,legit
447620,truckprogram.it,legit
2014934,gamefavo.com,legit
208068,girlsgogames.fr,legit
1746730,msnqrhrqhisx.com,dga
850403,aspie.us,legit
1361108,koxtrsensinaix.com,dga
916915,simplyamazingsims.tumblr.com,legit
305418,inwya.com,legit
1330810,iwbhrsensinaix.com,dga
869044,edrm.net,legit
1824360,iymigksaybwzurumbbdlqmj.org,dga
928604,tskattys.tumblr.com,legit
1943950,consumersearch.com,legit
533053,normanregional.com,legit
734427,torrent-nnov.org,legit
1907410,aecom.jobs,legit
1077903,jgdbezi.info,dga
1435837,pdbmanerraticallyqozaw.com,dga
1163270,byxwesbudy.kz,dga
1915895,fap18.net,legit
582911,iklanjawatankosong.org,legit
1699363,ewghtlpjntivpy.cc,dga
1659020,qhxhntrmeg.click,dga
232702,lesliehindman.com,legit
643919,mselkirk.weebly.com,legit
1597463,yorwrasildeafeninguvuc.com,dga
1627909,cnkcuerbbhvdieo.com,dga
585227,joy-scape.com,legit
1430803,ouacestnessbiophysicalohax.com,dga
1146377,svjfecsrursr.cc,dga
826864,almoajam.org,legit
950738,isatis-fa.com,legit
342491,sourcelair.com,legit
42258,nihonjinnanmin.com,legit
2024490,ficci.in,legit
1553210,vxussikathrinezad.com,dga
808922,net38.net,legit
1228416,cufcorcajanunal.com,dga
1744707,lmvdkopmnkmmmrlf.biz,dga
221101,entot.info,legit
1417297,nxooellefrictionlessv.com,dga
1234227,ddxsrsensinaix.com,dga
1793290,oxerwbktngvfg.ac,dga
977751,trendblob.com,legit
1618579,zvoeorcajanunal.com,dga
1616718,ztgnmen.com,dga
449946,downloadexcelfiles.com,legit
1709277,jelabinatug.eu,dga
788782,fuehrerscheininfos.de,legit
578116,nsoud.cz,legit
317065,catapultthemes.com,legit
652624,recoleccionjuegos3ds.blogspot.cl,legit
1204735,bjutvinskycattederifg.com,dga
1326617,ioinerionirkutskagl.com,dga
855308,bontondesigns.com,legit
1511312,tngtsatformalisticirekb.com,dga
1392941,mmlbsagabardinedazyx.com,dga
752908,aveeno.co.uk,legit
464488,wanderbeauty.com,legit
291122,okjsp.pe.kr,legit
474249,pixel2print.co.uk,legit
1278790,ftezllaabettingk.com,dga
141901,prestigesmartkitchen.com,legit
712277,dolarhoyinfo.com,legit
1724535,ijvnxktyxi.net,dga
1463674,qseoellefrictionlessv.com,dga
414741,hmd.org.uk,legit
1039930,1n3e5goygb46u1i4skuf1en8g5h.com,dga
1469863,rdieererwyatanb.com,dga
1844706,wcuesknyrlbk.info,dga
1103509,dgridsxoxods.cc,dga
1539498,vflysagabardinedazyx.com,dga
500465,task-fighter.com,legit
1794668,pryagltmxvtc.in,dga
143758,aimerkids.tmall.com,legit
638997,recursos-online.info,legit
1579040,xnjyfordlinnetavox.com,dga
998336,spm18.go.th,legit
1098290,bkknnetnswfd.biz,dga
1654178,ocqaycvghogdqh.click,dga
401784,balvia.ch,legit
1530676,uqgyleasuredehydratorysagp.com,dga
444862,multisalaplanetlevigne.it,legit
1587290,xzdcmachuslazaroqok.com,dga
336116,mountsnow.com,legit
738956,conquerorsblade.com,legit
709497,skywriter.wordpress.com,legit
176134,poiemaweb.com,legit
535584,prepiska.sk,legit
548903,smartjobboard.com,legit
1206142,blvdorcajanunal.com,dga
1374453,llgzamentalistfanchonut.com,dga
648699,sibcatalog.ru,legit
1964450,topinearth.ir,legit
1422319,oeqferionirkutskagl.com,dga
981401,arcont-ip.si,legit
676945,midvalleydealers.com,legit
223480,uberhorny.com,legit
83223,olx.com,legit
2044166,berkshirebank.com,legit
262772,crimerussia.com,legit
1656899,piydweybvvjgyqtr.bid,dga
523009,corsan.com.br,legit
57194,hotporntubes.com,legit
677549,bear-speed-parts.de,legit
20188,urlaubsguru.de,legit
777288,zebrano.co.nz,legit
967948,hotelwieniawa.com,legit
1118494,ihlhxxvbcglf.ru,dga
922706,teamgearinc.com,legit
952806,micro7.blog.ir,legit
400369,swite.com,legit
1243879,drpoenhancedysb.com,dga
844762,3dadultcomics.com,legit
629520,nsprojekty.eu,legit
989653,lasmia.com,legit
600455,shipcsx.com,legit
1609358,zjcmorcajanunal.com,dga
202462,foto-erhardt.de,legit
822947,comunidadphotoshop.blogspot.cl,legit
553288,gorizi.de,legit
1573672,xfqofordlinnetavox.com,dga
1254027,egfosagabardinedazyx.com,dga
931076,victoriaminiatures.com,legit
1446757,prolinalcentricem.com,dga
1856432,kbcifibw.mooo.com,dga
762098,pondtalk.com,legit
883139,imaylookdumb.com,legit
1738738,grnulqxtskcfdn.net,dga
1671532,vvruoehiwqrbgwpfand.com,dga
1310069,hpirleasuredehydratorysagp.com,dga
811682,globaleliteseo.com,legit
1228941,cuquidablyhoosieraw.com,dga
587005,thekensingtonarms.co.uk,legit
44390,baixarmp3gratis.co,legit
828169,bolisolar.us,legit
178749,shots.media,legit
1626855,cbmbelsaim.com,dga
1145222,shjutxttdlib.biz,dga
160005,lakhiruteledrama.info,legit
750766,letmewearthat.com,legit
281119,asuka-langley-sohryu.com,legit
22912,jejuair.net,legit
1565026,wqtpalitydevonianizuwb.com,dga
593154,defhc.com,legit
1120062,isjgxggsrbsv.com,dga
616100,hatefschool.ir,legit
600601,sketchbysketch.wordpress.com,legit
1599870,ysucidablyhoosieraw.com,dga
462113,moneylion.com,legit
1715616,rylazyq.su,dga
1359772,kmthidablyhoosieraw.com,dga
158558,animelovestory.com,legit
1812061,axowlmflfji.org,dga
226217,japanphoto.no,legit
1097129,bcrfklmynorq.com,dga
1149390,ubmebsskowmp.pw,dga
1102968,ddtssheemwgf.biz,dga
1821960,hkkjbigz.org,dga
1364902,kwhqanerraticallyqozaw.com,dga
596691,leisd.ws,legit
1294636,gqxbrasildeafeninguvuc.com,dga
904532,pandatactical.com,legit
1642740,jcryivnsdvoikhe.com,dga
1343898,jpkhinalcentricem.com,dga
1520291,tzjmmen.com,dga
1963944,firstrowfr.eu,legit
1325596,imlcinalcentricem.com,dga
758952,kingsbridge-today.co.uk,legit
1574833,xhlullaabettingk.com,dga
1393335,mmtzmen.com,dga
1870438,ozon.ru,legit
1272767,flaqsatformalisticirekb.com,dga
616014,fligno.com,legit
1431127,ouhhsemitismgavenuteq.com,dga
1329690,iucsmachuslazaroqok.com,dga
35964,mohawkcollege.ca,legit
585193,jetsnetballclub.co.uk,legit
1096326,eiaeavul.xyz,dga
1203454,bhxwardenslavetusul.com,dga
1238695,djzerasildeafeninguvuc.com,dga
82149,snapp.taxi,legit
187078,mediaverite.blogspot.fr,legit
1801583,tseuigaetrag.su,dga
519836,wnba-nbc.de,legit
70559,worldwidedictionary.org,legit
962089,ncsou.in,legit
144132,banwagong.me,legit
1224793,cobaanerraticallyqozaw.com,dga
194780,construyehogar.com,legit
164350,interspace1.blogspot.com.br,legit
755164,dbmovie-20th.com,legit
1058050,q1ocbf1dbkr6b15nlhp5i0wrjx.net,dga
474046,hxcfairyhasmoved.tumblr.com,legit
866531,dirtydonsmyrtlebeach.com,legit
740309,bebanwoods.com,legit
1850812,otbtqpjn.info,dga
1819869,gbrnwmail.org,dga
243609,nakamotens.tumblr.com,legit
1609783,zjkbsikathrinezad.com,dga
1155158,wchmropvilgh.ru,dga
1855917,inxxkp.mooo.com,dga
1372050,lholellefrictionlessv.com,dga
2003374,cryptocoinsinfo.pl,legit
281206,yabotanik.ru,legit
918428,sombulus.com,legit
510811,gatherhereonline.com,legit
312773,assurance-frais-obseques.fr,legit
380364,colchonesaznar.com,legit
293722,sbu.edu.tr,legit
197682,esnipe.com,legit
518740,konrad-autoteile.de,legit
1054138,r2ngs610ws2l8r639vw5vzzrq.net,dga
221341,marstranslation.com,legit
1388003,mcyafordlinnetavox.com,dga
1458661,qirbsikathrinezad.com,dga
951129,justmoney.ir,legit
1669131,uurobwkpvtn.com,dga
851788,bajikaraoke.com,legit
2031958,lesdiagonalesdutemps.blogspot.fr,legit
1417977,nzbdellefrictionlessv.com,dga
444714,moglisconsolate.com,legit
1503174,tbsnanerraticallyqozaw.com,dga
737344,zefir.ua,legit
500253,retromaniacmagazine.blogspot.com.es,legit
1949298,keecohome.com,legit
1585739,xxbqidablyhoosieraw.com,dga
211511,ttb.gov,legit
1643023,jfplhyyercym.com,dga
961457,ijmetmr.com,legit
876559,gimpinfo.org,legit
736280,start-drive.com.ua,legit
1427395,oobeellefrictionlessv.com,dga
1066673,oap1zlagu4x61xf5g6w5p3a86.org,dga
1070478,t186kc1izo5181c1hkxl5tjmqj.biz,dga
482751,kassideturvakodu.ee,legit
1870620,sci-hub.tw,legit
983072,averageoutdoorsman.com,legit
438421,unedic.org,legit
1547975,vrfbamentalistfanchonut.com,dga
145499,gazo.tokyo,legit
1938538,smutindia.com,legit
486255,bimehmosafer.com,legit
26620,dasijiaoyu.com,legit
228339,gifpal.com,legit
1588430,xzxdinalcentricem.com,dga
1998034,ds-hk.net,legit
1813365,buklwtopm.net,dga
1445208,ppmrsatformalisticirekb.com,dga
486970,wincous.com,legit
1238301,djrrvinskycattederifg.com,dga
282176,alwaysastrology.com,legit
307179,irpf2017.org,legit
218538,comparateur-occasion.ovh,legit
378272,nft.in.th,legit
1042175,6f78otktbl5z1pltuq1d78h7o.net,dga
221904,uat.edu.mx,legit
390923,shinranworks.com,legit
884823,itsurban.com,legit
1504389,tdobardenslavetusul.com,dga
865569,delightfulhugmgf.tumblr.com,legit
1042791,1xezro29whxyi7njsrknfkf5z.net,dga
1393683,mocaepictom.com,dga
1596420,ymumenhancedysb.com,dga
737921,maksimov.su,legit
510665,essencembs.com,legit
1738477,gmnnwwjssnntxkpo.com,dga
670405,popmundi.com.br,legit
1419497,oadpanerraticallyqozaw.com,dga
1470456,rdsbestnessbiophysicalohax.com,dga
428936,iksa.in,legit
822065,toodia.my,legit
1546527,vpexsikathrinezad.com,dga
1360892,kosbthoodivettewl.com,dga
649091,holmestrand.kommune.no,legit
211119,stellaculinary.com,legit
872770,findaname.org,legit
704710,sugaryplumbobs.tumblr.com,legit
710055,takatack.com,legit
1959415,tackledirect.com,legit
1014099,pqhokjeypbj.com,dga
683912,angelikasphotography.com,legit
1935939,nhacpro.net,legit
1166450,obqwzhzlusxwauhupytlqoplmz.net,dga
1048725,kdgluhfxlsfytop.info,dga
1840937,trllezjdamlnossin.info,dga
1319119,iatealitydevonianizuwb.com,dga
1948159,ecu.com,legit
2025799,ourgossips.com,legit
122340,jianlinhaofeng.tmall.com,legit
1256913,ekrpllaabettingk.com,dga
1933099,ictp.it,legit
1912313,chuisax.com,legit
1840954,trupupsu.org,dga
371614,isthisthingon.org,legit
1797676,rlrrvixqdjvuogaiaymw.mx,dga
1145886,srbqpgorwtrc.com,dga
1017778,1tc9iqb1w0kb6hs9lpkahsdase.org,dga
842049,momwank.com,legit
330962,skyembed.com,legit
1229044,cuswpartbulkyf.com,dga
1374203,llcninalcentricem.com,dga
1746842,muezd10itf12i55j56m49gvowhqe51o41fzcvgu.com,dga
240911,mascus.pl,legit
771306,djmusicweb.com,legit
659807,fashionpitch.co,legit
1851659,iqymaqkqmcaawycm.org,dga
1232908,dbzosatformalisticirekb.com,dga
1477052,rnempartbulkyf.com,dga
96956,weiphone.com,legit
1061175,ucdae4c96bb85b48fb2253ac6f77918dcb.tk,dga
773882,exnews17.com,legit
1635650,fxycgyajkb.com,dga
891558,localbirthdayparty.com,legit
1453253,pzxubyplaywobb.com,dga
1392636,mmdqamentalistfanchonut.com,dga
175021,gnupg.org,legit
461332,issendai.com,legit
678659,kundmachungen.li,legit
502851,gradpublicjobs.ie,legit
642094,webfactory.ng,legit
984531,salma.no,legit
203471,dynastysportshq.com,legit
205915,secnews.gr,legit
1518508,txbvorcajanunal.com,dga
1858160,oxuzpkedg.dyndns.org,dga
1835021,pwlwkrwaqpdibegyo.com,dga
444118,lkmegafuns.info,legit
1974951,kimura.se,legit
1234026,ddtuellefrictionlessv.com,dga
1120341,iuutpxolmdkp.com,dga
1744694,lmqmzfzvnfisopr.info,dga
1497330,sqvvamentalistfanchonut.com,dga
1770806,bujrgvcqrmkforrjts.la,dga
493964,valenbrook.de,legit
495687,nitroflareporn.com,legit
1631437,ecfcppyqdbbprvp.eu,dga
1495564,sohxrasildeafeninguvuc.com,dga
596615,lawnorderpm.com,legit
1648141,lkrkibmhq.bid,dga
656280,51kaxun.com,legit
551648,afdoede.dk,legit
1766827,storydeal.net,dga
1268414,ffbwllaabettingk.com,dga
1430160,oskiamentalistfanchonut.com,dga
393027,aquas.be,legit
1996520,katv.com,legit
1341461,jlrrorcajanunal.com,dga
5712,babla.ru,legit
1103540,dgvulpoljjjy.biz,dga
34884,celomusic.com,legit
1781536,ibsldeqrs.ki,dga
1961250,dnr24.su,legit
